,population,access_rate,beta,iteration,pfprunder5,pfpr2to10,pfprall
cal_200_0.55_0.015_monthly_data_4,200.0,0.55,0.015,4.0,0.0,0.0,0.0
cal_200_0.55_0.015_monthly_data_5,200.0,0.55,0.015,5.0,0.0,0.0,0.0
cal_200_0.55_0.015_monthly_data_6,200.0,0.55,0.015,6.0,0.0,0.0,0.0
cal_200_0.55_0.015_monthly_data_7,200.0,0.55,0.015,7.0,0.0,0.0,0.0
cal_200_0.55_0.015_monthly_data_8,200.0,0.55,0.015,8.0,0.0,0.0,0.0
cal_200_0.55_0.015_monthly_data_9,200.0,0.55,0.015,9.0,0.0,0.0,0.0
cal_200_0.55_0.015_monthly_data_10,200.0,0.55,0.015,10.0,0.0,0.0,0.0
cal_200_0.55_0.02_monthly_data_1,200.0,0.55,0.02,1.0,0.0,0.0,0.0
cal_200_0.55_0.02_monthly_data_2,200.0,0.55,0.02,2.0,0.0,0.0,0.0
cal_200_0.55_0.02_monthly_data_3,200.0,0.55,0.02,3.0,0.0,0.0,0.0
cal_200_0.55_0.02_monthly_data_4,200.0,0.55,0.02,4.0,0.0,0.0,0.0
cal_200_0.55_0.02_monthly_data_5,200.0,0.55,0.02,5.0,0.0,0.0,0.0
cal_200_0.55_0.02_monthly_data_6,200.0,0.55,0.02,6.0,0.0,0.0,0.0
cal_200_0.55_0.02_monthly_data_7,200.0,0.55,0.02,7.0,0.0,0.0,0.0
cal_200_0.55_0.02_monthly_data_8,200.0,0.55,0.02,8.0,0.0,0.0,0.0
cal_200_0.55_0.02_monthly_data_9,200.0,0.55,0.02,9.0,0.0,0.0,0.0
cal_200_0.55_0.02_monthly_data_10,200.0,0.55,0.02,10.0,0.0,0.0,0.0
cal_200_0.55_0.03_monthly_data_1,200.0,0.55,0.03,1.0,0.0,0.0,0.0
cal_200_0.55_0.03_monthly_data_2,200.0,0.55,0.03,2.0,10.189687246746168,9.393459273432944,7.156902212833368
cal_200_0.55_0.03_monthly_data_3,200.0,0.55,0.03,3.0,0.0,0.0,0.0
cal_200_0.55_0.03_monthly_data_4,200.0,0.55,0.03,4.0,0.0,0.0,0.0
cal_200_0.55_0.03_monthly_data_5,200.0,0.55,0.03,5.0,0.0,0.0,0.0
cal_200_0.55_0.03_monthly_data_6,200.0,0.55,0.03,6.0,6.19340428149799,5.852244489002487,5.2436667002314605
cal_200_0.55_0.03_monthly_data_7,200.0,0.55,0.03,7.0,0.0,0.0,0.0
cal_200_0.55_0.03_monthly_data_8,200.0,0.55,0.03,8.0,0.0,0.0,0.0
cal_200_0.55_0.03_monthly_data_9,200.0,0.55,0.03,9.0,0.0,0.0,0.0
cal_200_0.55_0.03_monthly_data_10,200.0,0.55,0.03,10.0,2.0280294814456306,1.5752279940788005,2.28044476019883
cal_200_0.55_0.04_monthly_data_1,200.0,0.55,0.04,1.0,11.233018733018733,7.766215776326071,6.06482282878278
cal_200_0.55_0.04_monthly_data_2,200.0,0.55,0.04,2.0,4.177501480133059,6.457343940792408,4.264318513447127
cal_200_0.55_0.04_monthly_data_3,200.0,0.55,0.04,3.0,11.609237763510796,8.785959629194997,6.973228061159575
cal_200_0.55_0.04_monthly_data_4,200.0,0.55,0.04,4.0,9.70314323116765,11.38978509677628,11.30333518321173
cal_200_0.55_0.04_monthly_data_5,200.0,0.55,0.04,5.0,0.0,0.0,0.0
cal_200_0.55_0.04_monthly_data_6,200.0,0.55,0.04,6.0,20.391328422167657,13.075277755250994,11.732983209690731
cal_200_0.55_0.04_monthly_data_7,200.0,0.55,0.04,7.0,14.267485039606422,10.80732924020552,9.126095573312924
cal_200_0.55_0.04_monthly_data_8,200.0,0.55,0.04,8.0,12.364159098408718,11.867449636859575,9.058029352920906
cal_200_0.55_0.04_monthly_data_9,200.0,0.55,0.04,9.0,0.0,0.0,0.0
cal_200_0.55_0.04_monthly_data_10,200.0,0.55,0.04,10.0,10.679010857961018,14.255731078615248,9.924830779719805
cal_200_0.55_0.05_monthly_data_1,200.0,0.55,0.05,1.0,7.51598619245678,5.955778058042046,4.730571878782058
cal_200_0.55_0.05_monthly_data_2,200.0,0.55,0.05,2.0,9.39423488364438,7.829250494524051,5.571515277389334
cal_200_0.55_0.05_monthly_data_3,200.0,0.55,0.05,3.0,13.767111919847343,12.79885892700358,10.160906198975587
cal_200_0.55_0.05_monthly_data_4,200.0,0.55,0.05,4.0,13.153765773734813,10.456649326397226,8.139733915451087
cal_200_0.55_0.05_monthly_data_5,200.0,0.55,0.05,5.0,29.027568647133865,20.474426472716747,17.348051381482875
cal_200_0.55_0.05_monthly_data_6,200.0,0.55,0.05,6.0,15.670514795177867,12.821579225138207,11.666311504243565
cal_200_0.55_0.05_monthly_data_7,200.0,0.55,0.05,7.0,14.463260256467244,14.690977072971288,9.543892398742507
cal_200_0.55_0.05_monthly_data_8,200.0,0.55,0.05,8.0,9.543367346938775,7.847473509451504,6.636815930752192
cal_200_0.55_0.05_monthly_data_9,200.0,0.55,0.05,9.0,11.715563556701328,7.731907392201997,9.081117395175738
cal_200_0.55_0.05_monthly_data_10,200.0,0.55,0.05,10.0,0.0,0.0,0.0
cal_200_0.55_0.1_monthly_data_1,200.0,0.55,0.1,1.0,16.952882685641306,11.52302005562875,10.097306056721232
cal_200_0.55_0.1_monthly_data_2,200.0,0.55,0.1,2.0,25.55034396497811,21.847409176436532,14.935514468047906
cal_200_0.55_0.1_monthly_data_3,200.0,0.55,0.1,3.0,20.9287939882698,15.620515765837709,15.356100132354156
cal_200_0.55_0.1_monthly_data_4,200.0,0.55,0.1,4.0,25.83050546039769,20.7090282671678,14.539620976377485
cal_200_0.55_0.1_monthly_data_5,200.0,0.55,0.1,5.0,35.616961272449075,26.792140044423572,17.137771479555415
cal_200_0.55_0.1_monthly_data_6,200.0,0.55,0.1,6.0,13.208502024291496,14.735212169974373,11.058710666510072
cal_200_0.55_0.1_monthly_data_7,200.0,0.55,0.1,7.0,27.647629052475008,21.1909783185553,16.53529847597507
cal_200_0.55_0.1_monthly_data_8,200.0,0.55,0.1,8.0,16.67087728233239,11.24670119620175,10.62875628023519
cal_200_0.55_0.1_monthly_data_9,200.0,0.55,0.1,9.0,21.30459626804777,17.505664944313477,15.061252911901938
cal_200_0.55_0.1_monthly_data_10,200.0,0.55,0.1,10.0,26.86031017431085,22.101578405868562,15.51114272301902
cal_200_0.55_0.15_monthly_data_1,200.0,0.55,0.15,1.0,23.61900436429136,19.816493497980115,16.02245580068774
cal_200_0.55_0.15_monthly_data_2,200.0,0.55,0.15,2.0,29.489821141656517,22.110151906663535,16.57698658196065
cal_200_0.55_0.15_monthly_data_3,200.0,0.55,0.15,3.0,33.025685098053515,24.884850987882047,18.901174612762336
cal_200_0.55_0.15_monthly_data_4,200.0,0.55,0.15,4.0,42.97499424989937,29.812719959778786,20.61808304870384
cal_200_0.55_0.15_monthly_data_5,200.0,0.55,0.15,5.0,37.11894755246625,32.16392273787918,20.429651669434087
cal_200_0.55_0.15_monthly_data_6,200.0,0.55,0.15,6.0,21.39234213500168,20.54816024467141,16.48443276881161
cal_200_0.55_0.15_monthly_data_7,200.0,0.55,0.15,7.0,27.897521366132324,19.79918634120315,16.957066724080732
cal_200_0.55_0.15_monthly_data_8,200.0,0.55,0.15,8.0,42.4577847925088,30.53124182510147,21.995184946961402
cal_200_0.55_0.15_monthly_data_9,200.0,0.55,0.15,9.0,34.312094559187585,25.548660143983586,17.41303804987454
cal_200_0.55_0.15_monthly_data_10,200.0,0.55,0.15,10.0,26.88263008696445,21.087645931618898,15.952950537856305
cal_200_0.55_0.2_monthly_data_1,200.0,0.55,0.2,1.0,32.68353210448799,23.851008854218097,19.15900904570467
cal_200_0.55_0.2_monthly_data_2,200.0,0.55,0.2,2.0,33.34256134837156,27.395455826538836,20.61170713681988
cal_200_0.55_0.2_monthly_data_3,200.0,0.55,0.2,3.0,36.579552125818815,30.34437960476109,21.72894459178927
cal_200_0.55_0.2_monthly_data_4,200.0,0.55,0.2,4.0,34.4168428470754,23.299841366374583,18.79357166018158
cal_200_0.55_0.2_monthly_data_5,200.0,0.55,0.2,5.0,46.40302769172738,32.00036947403075,24.445092616537064
cal_200_0.55_0.2_monthly_data_6,200.0,0.55,0.2,6.0,34.36139925737388,25.504319241000704,19.151410081880208
cal_200_0.55_0.2_monthly_data_7,200.0,0.55,0.2,7.0,37.620892102691904,27.757134840468172,21.94324409201991
cal_200_0.55_0.2_monthly_data_8,200.0,0.55,0.2,8.0,31.24835361677467,22.413317572892044,18.49696451799088
cal_200_0.55_0.2_monthly_data_9,200.0,0.55,0.2,9.0,35.52726594800733,26.292149705024286,18.69750209301188
cal_200_0.55_0.2_monthly_data_10,200.0,0.55,0.2,10.0,33.76238637537059,29.050079372374622,19.73785468317862
cal_200_0.55_0.25_monthly_data_1,200.0,0.55,0.25,1.0,57.21973324619856,44.061434696157335,28.732240052918623
cal_200_0.55_0.25_monthly_data_2,200.0,0.55,0.25,2.0,46.06501418279339,32.23338337848712,23.413020947873637
cal_200_0.55_0.25_monthly_data_3,200.0,0.55,0.25,3.0,41.88385975537678,32.140589569161,24.16768157594484
cal_200_0.55_0.25_monthly_data_4,200.0,0.55,0.25,4.0,40.30198467946625,28.438709452397948,23.52444783885021
cal_200_0.55_0.25_monthly_data_5,200.0,0.55,0.25,5.0,39.26063208957945,28.45238196167871,20.908028360899383
cal_200_0.55_0.25_monthly_data_6,200.0,0.55,0.25,6.0,52.372530593525305,39.10897057356701,29.865891350293577
cal_200_0.55_0.25_monthly_data_7,200.0,0.55,0.25,7.0,54.380676513029464,35.52082638213789,26.339170499913198
cal_200_0.55_0.25_monthly_data_8,200.0,0.55,0.25,8.0,43.45849413032576,32.51980161966281,23.171701670213505
cal_200_0.55_0.25_monthly_data_9,200.0,0.55,0.25,9.0,48.55840658472238,38.2513267894326,25.03406921466187
cal_200_0.55_0.25_monthly_data_10,200.0,0.55,0.25,10.0,39.7508812089782,35.12190397162684,20.521416121961426
cal_200_0.55_0.3_monthly_data_1,200.0,0.55,0.3,1.0,43.766043897622836,32.919670495275334,20.975239092065653
cal_200_0.55_0.3_monthly_data_2,200.0,0.55,0.3,2.0,51.82357666833882,38.95114780384356,25.63517152190764
cal_200_0.55_0.3_monthly_data_3,200.0,0.55,0.3,3.0,43.80547045020729,31.667329728214465,21.567118439311372
cal_200_0.55_0.3_monthly_data_4,200.0,0.55,0.3,4.0,44.980651575049706,38.44430215240427,24.44043800235941
cal_200_0.55_0.3_monthly_data_5,200.0,0.55,0.3,5.0,54.89567161175321,40.260631765565975,28.307645034414946
cal_200_0.55_0.3_monthly_data_6,200.0,0.55,0.3,6.0,45.67628205128205,32.386624530697134,23.057732829879154
cal_200_0.55_0.3_monthly_data_7,200.0,0.55,0.3,7.0,39.524304268886304,31.19427099393566,21.38255701080233
cal_200_0.55_0.3_monthly_data_8,200.0,0.55,0.3,8.0,43.994511368351624,30.401316781037266,23.05785503054552
cal_200_0.55_0.3_monthly_data_9,200.0,0.55,0.3,9.0,54.19326889915124,38.05569806798312,26.593736660852546
cal_200_0.55_0.3_monthly_data_10,200.0,0.55,0.3,10.0,47.31718726255551,35.025684180176654,25.591177683423556
cal_200_0.55_0.4_monthly_data_1,200.0,0.55,0.4,1.0,57.28082233626588,41.41285527984338,29.96344051934908
cal_200_0.55_0.4_monthly_data_2,200.0,0.55,0.4,2.0,55.34842631056472,39.82154593816239,31.621404605295243
cal_200_0.55_0.4_monthly_data_3,200.0,0.55,0.4,3.0,59.96856128379101,41.12025207068239,31.323701767521143
cal_200_0.55_0.4_monthly_data_4,200.0,0.55,0.4,4.0,60.2500789575565,47.427863599069234,30.189615884161494
cal_200_0.55_0.4_monthly_data_5,200.0,0.55,0.4,5.0,54.059033017134595,33.54707184292156,28.649297068245872
cal_200_0.55_0.4_monthly_data_6,200.0,0.55,0.4,6.0,55.51131058484,40.94009027148562,27.71006290781291
cal_200_0.55_0.4_monthly_data_7,200.0,0.55,0.4,7.0,53.51579820450167,38.097086342923525,28.908864511721458
cal_200_0.55_0.4_monthly_data_8,200.0,0.55,0.4,8.0,52.944475345791126,36.48060258516234,27.431378093695894
cal_200_0.55_0.4_monthly_data_9,200.0,0.55,0.4,9.0,49.060921717171716,41.154242477771895,25.132233909136996
cal_200_0.55_0.4_monthly_data_10,200.0,0.55,0.4,10.0,56.447493110758536,42.29815674856642,29.849511438995176
cal_200_0.55_0.5_monthly_data_1,200.0,0.55,0.5,1.0,66.0117400513101,53.24483915385713,34.09239267401439
cal_200_0.55_0.5_monthly_data_2,200.0,0.55,0.5,2.0,52.661952183121535,40.20242229244155,30.554775897359136
cal_200_0.55_0.5_monthly_data_3,200.0,0.55,0.5,3.0,52.13512471054191,45.2968946389999,30.085808817441034
cal_200_0.55_0.5_monthly_data_4,200.0,0.55,0.5,4.0,58.59055373374259,48.118790043512526,31.22519312132327
cal_200_0.55_0.5_monthly_data_5,200.0,0.55,0.5,5.0,59.45130939915921,41.61762910292321,30.735754765840966
cal_200_0.55_0.5_monthly_data_6,200.0,0.55,0.5,6.0,62.26347524486164,48.5605135799037,33.294614726909295
cal_200_0.55_0.5_monthly_data_7,200.0,0.55,0.5,7.0,60.5968963831867,45.21798584298585,30.221033815226125
cal_200_0.55_0.5_monthly_data_8,200.0,0.55,0.5,8.0,65.5150507172566,45.4691478864273,31.02627151612165
cal_200_0.55_0.5_monthly_data_9,200.0,0.55,0.5,9.0,56.243025706451164,39.46322377724817,28.488068967644384
cal_200_0.55_0.5_monthly_data_10,200.0,0.55,0.5,10.0,59.983738752121106,40.66352522606068,32.45461543091378
cal_200_0.55_0.6_monthly_data_1,200.0,0.55,0.6,1.0,63.340898973750846,56.140596206713376,33.929884119220155
cal_200_0.55_0.6_monthly_data_2,200.0,0.55,0.6,2.0,64.20014602859716,45.46260963785247,33.38352378021279
cal_200_0.55_0.6_monthly_data_3,200.0,0.55,0.6,3.0,69.95801325063343,49.59366696395256,38.43537886774307
cal_200_0.55_0.6_monthly_data_4,200.0,0.55,0.6,4.0,67.02725250278085,42.99347293533339,30.565032837773206
cal_200_0.55_0.6_monthly_data_5,200.0,0.55,0.6,5.0,73.45552403816909,57.329178653864176,40.19231011480144
cal_200_0.55_0.6_monthly_data_6,200.0,0.55,0.6,6.0,65.45901076706342,57.052456391494,36.770248702088715
cal_200_0.55_0.6_monthly_data_7,200.0,0.55,0.6,7.0,68.2498175943298,49.160076916429006,34.27578162110809
cal_200_0.55_0.6_monthly_data_8,200.0,0.55,0.6,8.0,68.86271925906073,56.88881158074295,36.53684985388836
cal_200_0.55_0.6_monthly_data_9,200.0,0.55,0.6,9.0,56.95994668263037,41.38607896981272,31.526237002325132
cal_200_0.55_0.6_monthly_data_10,200.0,0.55,0.6,10.0,64.91634197220253,48.56835713942569,36.70790084317682
cal_200_0.55_0.8_monthly_data_1,200.0,0.55,0.8,1.0,65.90586419753086,49.865089044655605,32.96768806934103
cal_200_0.55_0.8_monthly_data_2,200.0,0.55,0.8,2.0,80.50579591950505,65.83352330062856,44.164400039377
cal_200_0.55_0.8_monthly_data_3,200.0,0.55,0.8,3.0,73.58836894637743,54.37126921103098,37.36329946541871
cal_200_0.55_0.8_monthly_data_4,200.0,0.55,0.8,4.0,66.03138433783595,51.63076990838619,36.412228736638156
cal_200_0.55_0.8_monthly_data_5,200.0,0.55,0.8,5.0,62.69687805474095,51.626114907881124,34.50576873591419
cal_200_0.55_0.8_monthly_data_6,200.0,0.55,0.8,6.0,70.36019536019536,59.781974092318926,35.89704341667838
cal_200_0.55_0.8_monthly_data_7,200.0,0.55,0.8,7.0,75.17699314574315,61.57142484886388,37.242664150737
cal_200_0.55_0.8_monthly_data_8,200.0,0.55,0.8,8.0,76.10179688340607,47.35841874399217,38.885146578015906
cal_200_0.55_0.8_monthly_data_9,200.0,0.55,0.8,9.0,70.60778727445394,47.27472899728997,34.67630992933651
cal_200_0.55_0.8_monthly_data_10,200.0,0.55,0.8,10.0,67.5336214031067,48.595343748641056,36.60856077096603
cal_200_0.55_1_monthly_data_1,200.0,0.55,1.0,1.0,67.85847804427476,51.30528405048121,39.00896047171855
cal_200_0.55_1_monthly_data_2,200.0,0.55,1.0,2.0,70.75289545040354,51.78271762113224,38.695181107679254
cal_200_0.55_1_monthly_data_3,200.0,0.55,1.0,3.0,77.56751328636757,57.72623608830505,42.52642605094927
cal_200_0.55_1_monthly_data_4,200.0,0.55,1.0,4.0,75.76077211187504,54.48786237711366,42.30875791865308
cal_200_0.55_1_monthly_data_5,200.0,0.55,1.0,5.0,80.21041796956432,64.12664665642545,44.6581817803968
cal_200_0.55_1_monthly_data_6,200.0,0.55,1.0,6.0,76.07843276447927,66.72593520898965,43.446382419666804
cal_200_0.55_1_monthly_data_7,200.0,0.55,1.0,7.0,73.45782694601645,59.69394263179088,42.295959633961125
cal_200_0.55_1_monthly_data_8,200.0,0.55,1.0,8.0,77.96752406893481,64.4560657596372,45.658825967493435
cal_200_0.55_1_monthly_data_9,200.0,0.55,1.0,9.0,78.18048281283573,56.77822976638916,42.9372155495395
cal_200_0.55_1_monthly_data_10,200.0,0.55,1.0,10.0,76.4517224714593,63.1783505039319,42.676067393050666
cal_200_0.6_0.001_monthly_data_1,200.0,0.6,0.001,1.0,0.0,0.0,0.0
cal_200_0.6_0.001_monthly_data_2,200.0,0.6,0.001,2.0,0.0,0.0,0.0
cal_200_0.6_0.001_monthly_data_3,200.0,0.6,0.001,3.0,0.0,0.0,0.0
cal_200_0.6_0.001_monthly_data_4,200.0,0.6,0.001,4.0,0.0,0.0,0.0
cal_200_0.6_0.001_monthly_data_5,200.0,0.6,0.001,5.0,0.0,0.0,0.0
cal_200_0.6_0.001_monthly_data_6,200.0,0.6,0.001,6.0,0.0,0.0,0.0
cal_200_0.6_0.001_monthly_data_7,200.0,0.6,0.001,7.0,0.0,0.0,0.0
cal_200_0.6_0.001_monthly_data_8,200.0,0.6,0.001,8.0,0.0,0.0,0.0
cal_200_0.6_0.001_monthly_data_9,200.0,0.6,0.001,9.0,0.0,0.0,0.0
cal_200_0.6_0.001_monthly_data_10,200.0,0.6,0.001,10.0,0.0,0.0,0.0
cal_200_0.6_0.005_monthly_data_1,200.0,0.6,0.005,1.0,0.0,0.0,0.0
cal_200_0.6_0.005_monthly_data_2,200.0,0.6,0.005,2.0,0.0,0.0,0.0
cal_200_0.6_0.005_monthly_data_3,200.0,0.6,0.005,3.0,0.0,0.0,0.0
cal_200_0.6_0.005_monthly_data_4,200.0,0.6,0.005,4.0,0.0,0.0,0.0
cal_200_0.6_0.005_monthly_data_5,200.0,0.6,0.005,5.0,0.0,0.0,0.0
cal_200_0.6_0.005_monthly_data_6,200.0,0.6,0.005,6.0,0.0,0.0,0.0
cal_200_0.6_0.005_monthly_data_7,200.0,0.6,0.005,7.0,0.0,0.0,0.0
cal_200_0.6_0.005_monthly_data_8,200.0,0.6,0.005,8.0,0.0,0.0,0.0
cal_200_0.6_0.005_monthly_data_9,200.0,0.6,0.005,9.0,0.0,0.0,0.0
cal_200_0.6_0.005_monthly_data_10,200.0,0.6,0.005,10.0,0.0,0.0,0.0
cal_200_0.6_0.01_monthly_data_1,200.0,0.6,0.01,1.0,0.0,0.0,0.0
cal_200_0.6_0.01_monthly_data_2,200.0,0.6,0.01,2.0,0.0,0.0,0.0
cal_200_0.6_0.01_monthly_data_3,200.0,0.6,0.01,3.0,0.0,0.0,0.0
cal_200_0.6_0.01_monthly_data_4,200.0,0.6,0.01,4.0,0.0,0.0,0.0
cal_200_0.6_0.01_monthly_data_5,200.0,0.6,0.01,5.0,0.0,0.0,0.0
cal_200_0.6_0.01_monthly_data_6,200.0,0.6,0.01,6.0,0.0,0.0,0.0
cal_200_0.6_0.01_monthly_data_7,200.0,0.6,0.01,7.0,0.0,0.0,0.0
cal_200_0.6_0.01_monthly_data_8,200.0,0.6,0.01,8.0,0.0,0.0,0.0
cal_200_0.6_0.01_monthly_data_9,200.0,0.6,0.01,9.0,0.0,0.0,0.0
cal_200_0.6_0.01_monthly_data_10,200.0,0.6,0.01,10.0,0.0,0.0,0.0
cal_200_0.6_0.0125_monthly_data_1,200.0,0.6,0.0125,1.0,0.0,0.0,0.0
cal_200_0.6_0.0125_monthly_data_2,200.0,0.6,0.0125,2.0,0.0,0.0,0.0
cal_200_0.6_0.0125_monthly_data_3,200.0,0.6,0.0125,3.0,0.0,0.0,0.0
cal_200_0.6_0.0125_monthly_data_4,200.0,0.6,0.0125,4.0,0.0,0.0,0.0
cal_200_0.6_0.0125_monthly_data_5,200.0,0.6,0.0125,5.0,0.0,0.0,0.0
cal_200_0.6_0.0125_monthly_data_6,200.0,0.6,0.0125,6.0,0.0,0.0,0.0
cal_200_0.6_0.0125_monthly_data_7,200.0,0.6,0.0125,7.0,0.0,0.0,0.0
cal_200_0.6_0.0125_monthly_data_8,200.0,0.6,0.0125,8.0,0.0,0.0,0.0
cal_200_0.6_0.0125_monthly_data_9,200.0,0.6,0.0125,9.0,0.0,0.0,0.0
cal_200_0.6_0.0125_monthly_data_10,200.0,0.6,0.0125,10.0,0.0,0.0,0.0
cal_200_0.6_0.015_monthly_data_1,200.0,0.6,0.015,1.0,0.0,0.0,0.0
cal_200_0.6_0.015_monthly_data_2,200.0,0.6,0.015,2.0,0.0,0.0,0.0
cal_200_0.6_0.015_monthly_data_3,200.0,0.6,0.015,3.0,0.0,0.0,0.0
cal_200_0.6_0.015_monthly_data_4,200.0,0.6,0.015,4.0,0.0,0.0,0.0
cal_200_0.6_0.015_monthly_data_5,200.0,0.6,0.015,5.0,0.0,0.0,0.0
cal_200_0.6_0.015_monthly_data_6,200.0,0.6,0.015,6.0,0.0,0.0,0.0
cal_200_0.6_0.015_monthly_data_7,200.0,0.6,0.015,7.0,0.0,0.0,0.0
cal_200_0.6_0.015_monthly_data_8,200.0,0.6,0.015,8.0,0.0,0.0,0.0
cal_200_0.6_0.015_monthly_data_9,200.0,0.6,0.015,9.0,0.0,0.0,0.0
cal_200_0.6_0.015_monthly_data_10,200.0,0.6,0.015,10.0,0.0,0.0,0.0
cal_200_0.6_0.02_monthly_data_1,200.0,0.6,0.02,1.0,0.0,0.0,0.0
cal_200_0.6_0.02_monthly_data_2,200.0,0.6,0.02,2.0,0.0,0.0,0.0
cal_200_0.6_0.02_monthly_data_3,200.0,0.6,0.02,3.0,0.0,0.0,0.0
cal_200_0.6_0.02_monthly_data_4,200.0,0.6,0.02,4.0,0.0,0.0,0.0
cal_200_0.6_0.02_monthly_data_5,200.0,0.6,0.02,5.0,0.0,0.0,0.0
cal_200_0.6_0.02_monthly_data_6,200.0,0.6,0.02,6.0,0.0,0.0,0.0
cal_200_0.6_0.02_monthly_data_7,200.0,0.6,0.02,7.0,0.0,0.0,0.0
cal_200_0.6_0.02_monthly_data_8,200.0,0.6,0.02,8.0,0.0,0.0,0.0
cal_200_0.6_0.02_monthly_data_9,200.0,0.6,0.02,9.0,0.0,0.0,0.0
cal_200_0.6_0.02_monthly_data_10,200.0,0.6,0.02,10.0,0.0,0.0,0.0
cal_200_0.6_0.03_monthly_data_1,200.0,0.6,0.03,1.0,3.3992881903098624,6.000423187923189,5.0660077685997065
cal_200_0.6_0.03_monthly_data_2,200.0,0.6,0.03,2.0,0.0,0.0,0.0
cal_200_0.6_0.03_monthly_data_3,200.0,0.6,0.03,3.0,0.0,0.0,0.0
cal_200_0.6_0.03_monthly_data_4,200.0,0.6,0.03,4.0,0.0,0.0,0.0
cal_200_0.6_0.03_monthly_data_5,200.0,0.6,0.03,5.0,0.0,0.0,0.0
cal_200_0.6_0.03_monthly_data_6,200.0,0.6,0.03,6.0,0.0,0.0,0.0
cal_200_0.6_0.03_monthly_data_7,200.0,0.6,0.03,7.0,7.847527467394282,8.020711984735968,5.694999699562692
cal_200_0.6_0.03_monthly_data_8,200.0,0.6,0.03,8.0,0.0,0.0,0.0
cal_200_0.6_0.03_monthly_data_9,200.0,0.6,0.03,9.0,0.0,0.0,0.0
cal_200_0.6_0.03_monthly_data_10,200.0,0.6,0.03,10.0,8.80721775889843,4.665803716603183,4.86750776272774
cal_200_0.6_0.04_monthly_data_1,200.0,0.6,0.04,1.0,6.663165266106443,4.741114149008886,3.366732577934124
cal_200_0.6_0.04_monthly_data_2,200.0,0.6,0.04,2.0,15.414133676712295,11.479008754920974,9.549841496493139
cal_200_0.6_0.04_monthly_data_3,200.0,0.6,0.04,3.0,7.244662794506811,8.057462125663474,7.557489592792578
cal_200_0.6_0.04_monthly_data_4,200.0,0.6,0.04,4.0,9.234228149458033,5.283944092083627,5.316191880335308
cal_200_0.6_0.04_monthly_data_5,200.0,0.6,0.04,5.0,10.784177773673571,8.136788379245276,7.6107941058344295
cal_200_0.6_0.04_monthly_data_6,200.0,0.6,0.04,6.0,9.914132513040622,11.25967039896644,10.462305355911168
